Sample Year,Field number/letter,Plot number,Depth,NTrt,NAdd,NitrAdd,NAtm+NAdd,Fenced,Orignal Fence Trt,Burned,Original Burn Trt,Original Trt,Root biomass (g/m2)
year,field,plot,depth,ntrt,nadd,fertadd,natm.nadd,fence,fence.origin,burn,burn.origin,trt.origin,mass.root
1993,A,45,0-30,1,0,0,1,1,1,0,1,1,554.8
1993,A,46,0-30,9,0,0,1,1,1,0,1,1,337.6
1993,A,47,0-30,9,0,0,1,1,1,0,1,1,632.1
1993,A,48,0-30,7,17,50,18,1,1,0,1,1,768.5
1993,A,49,0-30,5,5.44,16,6.44,1,1,0,1,1,524.3
1993,A,50,0-30,1,0,0,1,1,1,0,1,1,632
1993,A,51,0-30,6,9.52,28,10.52,1,1,0,1,1,694.9
1993,A,52,0-30,8,27.2,80,28.2,1,1,0,1,1,685.9
1993,A,53,0-30,1,0,0,1,1,1,0,1,1,626.7
1993,A,54,0-30,1,0,0,1,1,1,0,1,1,574.6
1993,B,1,0-30,1,0,0,1,1,1,0,1,1,341.2
1993,B,2,0-30,4,3.4,10,4.4,1,1,0,1,1,540.5
1993,B,3,0-30,8,27.2,80,28.2,1,1,0,1,1,1133
1993,B,4,0-30,8,27.2,80,28.2,1,1,0,1,1,1043.3
1993,B,5,0-30,5,5.44,16,6.44,1,1,0,1,1,1436.5
1993,B,6,0-30,9,0,0,1,1,1,0,1,1,562
1993,B,7,0-30,6,9.52,28,10.52,1,1,0,1,1,705.7
1993,B,8,0-30,7,17,50,18,1,1,0,1,1,599.7
1993,B,9,0-30,5,5.44,16,6.44,1,1,0,1,1,1003.7
1993,B,10,0-30,2,1.02,3,2.02,1,1,0,1,1,545.9
1993,B,11,0-30,1,0,0,1,1,1,0,1,1,707.4
1993,B,12,0-30,9,0,0,1,1,1,0,1,1,343
1993,B,13,0-30,2,1.02,3,2.02,1,1,0,1,1,439.9
1993,B,14,0-30,4,3.4,10,4.4,1,1,0,1,1,1052.3
1993,B,15,0-30,7,17,50,18,1,1,0,1,1,1023.5
1993,B,16,0-30,6,9.52,28,10.52,1,1,0,1,1,1206.7
1993,B,17,0-30,1,0,0,1,1,1,0,1,1,447.1
1993,B,18,0-30,7,17,50,18,1,1,0,1,1,1756.1
1993,B,19,0-30,6,9.52,28,10.52,1,1,0,1,1,1183.3
1993,B,20,0-30,3,2.04,6,3.04,1,1,0,1,1,1027.1
1993,B,21,0-30,9,0,0,1,1,1,0,1,1,574.6
1993,B,22,0-30,8,27.2,80,28.2,1,1,0,1,1,1163.6
1993,B,23,0-30,3,2.04,6,3.04,1,1,0,1,1,1023.5
1993,B,24,0-30,4,3.4,10,4.4,1,1,0,1,1,2364.8
1993,B,25,0-30,3,2.04,6,3.04,1,1,0,1,1,576.4
1993,B,26,0-30,2,1.02,3,2.02,1,1,0,1,1,771.9
1993,B,27,0-30,5,5.44,16,6.44,1,1,0,1,1,935.5
1993,B,28,0-30,3,2.04,6,3.04,1,1,0,1,1,775.3
1993,B,29,0-30,6,9.52,28,10.52,1,1,0,1,1,872.6
1993,B,30,0-30,5,5.44,16,6.44,1,1,0,1,1,1269.9
1993,B,31,0-30,2,1.02,3,2.02,1,1,0,1,1,597.9
1993,B,32,0-30,6,9.52,28,10.52,1,1,0,1,1,901.4
1993,B,33,0-30,1,0,0,1,1,1,0,1,1,885.9
1993,B,34,0-30,1,0,0,1,1,1,0,1,1,989.4
1993,B,35,0-30,9,0,0,1,1,1,0,1,1,587
1993,B,36,0-30,4,3.4,10,4.4,1,1,0,1,1,1575.7
1993,B,37,0-30,9,0,0,1,1,1,0,1,1,585.4
1993,B,38,0-30,4,3.4,10,4.4,1,1,0,1,1,730.8
1993,B,39,0-30,8,27.2,80,28.2,1,1,0,1,1,863.7
1993,B,40,0-30,2,1.02,3,2.02,1,1,0,1,1,466.9
1993,B,41,0-30,4,3.4,10,4.4,1,1,0,1,1,627
1993,B,42,0-30,7,17,50,18,1,1,0,1,1,1233.2
1993,B,43,0-30,3,2.04,6,3.04,1,1,0,1,1,445.4
1993,B,44,0-30,8,27.2,80,28.2,1,1,0,1,1,734.4
1993,B,45,0-30,5,5.44,16,6.44,1,1,0,1,1,344.8
1993,B,46,0-30,5,5.44,16,6.44,1,1,0,1,1,601.5
1993,B,47,0-30,8,27.2,80,28.2,1,1,0,1,1,1885.4
1993,B,48,0-30,3,2.04,6,3.04,1,1,0,1,1,562
1993,B,49,0-30,2,1.02,3,2.02,1,1,0,1,1,572.7
1993,B,50,0-30,7,17,50,18,1,1,0,1,1,888.9
1993,B,51,0-30,6,9.52,28,10.52,1,1,0,1,1,863.7
1993,B,52,0-30,9,0,0,1,1,1,0,1,1,796.9
1993,B,53,0-30,7,17,50,18,1,1,0,1,1,849.3
1993,B,54,0-30,1,0,0,1,1,1,0,1,1,829.5
1993,C,1,0-30,6,9.52,28,10.52,1,1,0,1,1,1077.3
1993,C,2,0-30,3,2.04,6,3.04,1,1,0,1,1,1138.5
1993,C,3,0-30,7,17,50,18,1,1,0,1,1,1790.2
1993,C,4,0-30,2,1.02,3,2.02,1,1,0,1,1,1269.5
1993,C,5,0-30,4,3.4,10,4.4,1,1,0,1,1,1375.5
1993,C,6,0-30,5,5.44,16,6.44,1,1,0,1,1,1377.2
1993,C,7,0-30,3,2.04,6,3.04,1,1,0,1,1,1208.5
1993,C,8,0-30,1,0,0,1,1,1,0,1,1,946.3
1993,C,9,0-30,6,9.52,28,10.52,1,1,0,1,1,2653.9
1993,C,10,0-30,4,3.4,10,4.4,1,1,0,1,1,1407.7
1993,C,11,0-30,2,1.02,3,2.02,1,1,0,1,1,1160
1993,C,12,0-30,7,17,50,18,1,1,0,1,1,2174.5
1993,C,13,0-30,6,9.52,28,10.52,1,1,0,1,1,1555
1993,C,14,0-30,5,5.44,16,6.44,1,1,0,1,1,1012.7
1993,C,15,0-30,8,27.2,80,28.2,1,1,0,1,1,1404.2
1993,C,16,0-30,5,5.44,16,6.44,1,1,0,1,1,1188.7
1993,C,17,0-30,2,1.02,3,2.02,1,1,0,1,1,1070.2
1993,C,18,0-30,9,0,0,1,1,1,0,1,1,1107.8
1993,C,19,0-30,4,3.4,10,4.4,1,1,0,1,1,1511.9
1993,C,20,0-30,3,2.04,6,3.04,1,1,0,1,1,1258.7
1993,C,21,0-30,8,27.2,80,28.2,1,1,0,1,1,770.3
1993,C,22,0-30,7,17,50,18,1,1,0,1,1,1391.6
1993,C,23,0-30,8,27.2,80,28.2,1,1,0,1,1,1477.8
1993,C,24,0-30,6,9.52,28,10.52,1,1,0,1,1,1405.9
1993,C,25,0-30,7,17,50,18,1,1,0,1,1,960.6
1993,C,26,0-30,1,0,0,1,1,1,0,1,1,702.1
1993,C,27,0-30,2,1.02,3,2.02,1,1,0,1,1,459.6
1993,C,28,0-30,9,0,0,1,1,1,0,1,1,781
1993,C,29,0-30,8,27.2,80,28.2,1,1,0,1,1,1039.6
1993,C,30,0-30,9,0,0,1,1,1,0,1,1,610.5
1993,C,31,0-30,6,9.52,28,10.52,1,1,0,1,1,743.4
1993,C,32,0-30,3,2.04,6,3.04,1,1,0,1,1,808
1993,C,33,0-30,9,0,0,1,1,1,0,1,1,928.3
1993,C,34,0-30,3,2.04,6,3.04,1,1,0,1,1,581.8
1993,C,35,0-30,5,5.44,16,6.44,1,1,0,1,1,1420.4
1993,C,36,0-30,3,2.04,6,3.04,1,1,0,1,1,957.1
1993,C,37,0-30,2,1.02,3,2.02,1,1,0,1,1,571
1993,C,38,0-30,5,5.44,16,6.44,1,1,0,1,1,763.2
1993,C,39,0-30,1,0,0,1,1,1,0,1,1,432.8
1993,C,40,0-30,7,17,50,18,1,1,0,1,1,716.4
1993,C,41,0-30,1,0,0,1,1,1,0,1,1,637.4
1993,C,42,0-30,2,1.02,3,2.02,1,1,0,1,1,772.1
1993,C,43,0-30,1,0,0,1,1,1,0,1,1,711
1993,C,44,0-30,8,27.2,80,28.2,1,1,0,1,1,811.7
1993,C,45,0-30,4,3.4,10,4.4,1,1,0,1,1,960.6
1993,C,46,0-30,4,3.4,10,4.4,1,1,0,1,1,1127.6
1993,C,47,0-30,1,0,0,1,1,1,0,1,1,1036.1
1993,C,48,0-30,7,17,50,18,1,1,0,1,1,1255.1
1993,C,49,0-30,5,5.44,16,6.44,1,1,0,1,1,800.8
1993,C,50,0-30,4,3.4,10,4.4,1,1,0,1,1,606.9
1993,C,51,0-30,8,27.2,80,28.2,1,1,0,1,1,939.1
1993,C,52,0-30,6,9.52,28,10.52,1,1,0,1,1,1634
1993,C,53,0-30,9,0,0,1,1,1,0,1,1,632
1993,C,54,0-30,9,0,0,1,1,1,0,1,1,594.3
1993,D,1,0-30,1,0,0,1,1,1,1,1,1,492
1993,D,2,0-30,9,0,0,1,1,1,1,1,1,554.9
1993,D,3,0-30,7,17,50,18,1,1,1,1,1,1328.8
1993,D,4,0-30,2,1.02,3,2.02,1,1,1,1,1,571
1993,D,5,0-30,5,5.44,16,6.44,1,1,1,1,1,456.1
1993,D,6,0-30,3,2.04,6,3.04,1,1,1,1,1,571
1993,D,7,0-30,3,2.04,6,3.04,1,1,1,1,1,312.4
1993,D,8,0-30,8,27.2,80,28.2,1,1,1,1,1,912.2
1993,D,9,0-30,8,27.2,80,28.2,1,1,1,1,1,693.1
1993,D,10,0-30,4,3.4,10,4.4,1,1,1,1,1,2532.7
1993,D,11,0-30,3,2.04,6,3.04,1,1,1,1,1,321.4
1993,D,12,0-30,2,1.02,3,2.02,1,1,1,1,1,905
1993,D,13,0-30,7,17,50,18,1,1,1,1,1,1161.7
1993,D,14,0-30,4,3.4,10,4.4,1,1,1,1,1,339.3
1993,D,15,0-30,6,9.52,28,10.52,1,1,1,1,1,483
1993,D,16,0-30,6,9.52,28,10.52,1,1,1,1,1,1070.2
1993,D,17,0-30,1,0,0,1,1,1,1,1,1,492
1993,D,18,0-30,6,9.52,28,10.52,1,1,1,1,1,824.2
1993,D,19,0-30,5,5.44,16,6.44,1,1,1,1,1,1000.1
1993,D,20,0-30,8,27.2,80,28.2,1,1,1,1,1,957.1
1993,D,21,0-30,5,5.44,16,6.44,1,1,1,1,1,897.8
1993,D,22,0-30,4,3.4,10,4.4,1,1,1,1,1,520.8
1993,D,23,0-30,6,9.52,28,10.52,1,1,1,1,1,768.5
1993,D,24,0-30,3,2.04,6,3.04,1,1,1,1,1,958.9
1993,D,25,0-30,9,0,0,1,1,1,1,1,1,1644.7
1993,D,26,0-30,5,5.44,16,6.44,1,1,1,1,1,1041.4
1993,D,27,0-30,8,27.2,80,28.2,1,1,1,1,1,1028.9
1993,D,28,0-30,7,17,50,18,1,1,1,1,1,1226.4
1993,D,29,0-30,4,3.4,10,4.4,1,1,1,1,1,1330.5
1993,D,30,0-30,7,17,50,18,1,1,1,1,1,1626.9
1993,D,31,0-30,2,1.02,3,2.02,1,1,1,1,1,511.7
1993,D,32,0-30,8,27.2,80,28.2,1,1,1,1,1,1156.4
1993,D,33,0-30,9,0,0,1,1,1,1,1,1,1228.2
1993,D,34,0-30,9,0,0,1,1,1,1,1,1,477.6
1993,D,35,0-30,3,2.04,6,3.04,1,1,1,1,1,1179.7
1993,D,36,0-30,1,0,0,1,1,1,1,1,1,587.1
1993,D,37,0-30,4,3.4,10,4.4,1,1,1,1,1,533.3
1993,D,38,0-30,1,0,0,1,1,1,1,1,1,1072
1993,D,39,0-30,1,0,0,1,1,1,1,1,1,831.4
1993,D,40,0-30,6,9.52,28,10.52,1,1,1,1,1,1133
1993,D,41,0-30,5,5.44,16,6.44,1,1,1,1,1,818.8
1993,D,42,0-30,2,1.02,3,2.02,1,1,1,1,1,596.2
1993,D,43,0-30,2,1.02,3,2.02,1,1,1,1,1,1177.9
1993,D,44,0-30,9,0,0,1,1,1,1,1,1,1151
1993,D,45,0-30,7,17,50,18,1,1,1,1,1,1147.4
1994,A,1,0-30,9,0,0,1,1,1,0,1,1,726.3006
1994,A,2,0-30,2,1.02,3,2.02,1,1,0,1,1,624.438
1994,A,3,0-30,4,3.4,10,4.4,1,1,0,1,1,679.1454
1994,A,4,0-30,2,1.02,3,2.02,1,1,0,1,1,619.4646
1994,A,5,0-30,9,0,0,1,1,1,0,1,1,668.8302
1994,A,6,0-30,8,27.2,80,28.2,1,1,0,1,1,1206.6942
1994,A,7,0-30,7,17,50,18,1,1,0,1,1,1075.5438
1994,A,8,0-30,4,3.4,10,4.4,1,1,0,1,1,815.6376
1994,A,9,0-30,6,9.52,28,10.52,1,1,0,1,1,838.4784
1994,A,10,0-30,3,2.04,6,3.04,1,1,0,1,1,1037.4144
1994,A,11,0-30,8,27.2,80,28.2,1,1,0,1,1,969.6288
1994,A,12,0-30,1,0,0,1,1,1,0,1,1,743.9838
1994,A,13,0-30,5,5.44,16,6.44,1,1,0,1,1,1244.4552
1994,A,14,0-30,6,9.52,28,10.52,1,1,0,1,1,1452.6012
1994,A,15,0-30,3,2.04,6,3.04,1,1,0,1,1,482.7882
1994,A,16,0-30,2,1.02,3,2.02,1,1,0,1,1,594.966
1994,A,17,0-30,8,27.2,80,28.2,1,1,0,1,1,855.609
1994,A,18,0-30,8,27.2,80,28.2,1,1,0,1,1,421.818
1994,A,19,0-30,5,5.44,16,6.44,1,1,0,1,1,605.6496
1994,A,20,0-30,9,0,0,1,1,1,0,1,1,509.8656
1994,A,21,0-30,6,9.52,28,10.52,1,1,0,1,1,1060.4394
1994,A,22,0-30,1,0,0,1,1,1,0,1,1,489.972
1994,A,23,0-30,4,3.4,10,4.4,1,1,0,1,1,676.014
1994,A,24,0-30,4,3.4,10,4.4,1,1,0,1,1,532.338
1994,A,25,0-30,7,17,50,18,1,1,0,1,1,589.44
1994,A,26,0-30,2,1.02,3,2.02,1,1,0,1,1,556.284
1994,A,27,0-30,3,2.04,6,3.04,1,1,0,1,1,672.33
1994,A,28,0-30,5,5.44,16,6.44,1,1,0,1,1,725.748
1994,A,29,0-30,3,2.04,6,3.04,1,1,0,1,1,552.6
1994,A,30,0-30,3,2.04,6,3.04,1,1,0,1,1,773.64
1994,A,31,0-30,5,5.44,16,6.44,1,1,0,1,1,1185.8796
1994,A,32,0-30,5,5.44,16,6.44,1,1,0,1,1,983.628
1994,A,33,0-30,9,0,0,1,1,1,0,1,1,508.9446
1994,A,34,0-30,7,17,50,18,1,1,0,1,1,552.6
1994,A,35,0-30,2,1.02,3,2.02,1,1,0,1,1,643.779
1994,A,36,0-30,7,17,50,18,1,1,0,1,1,737.5368
1994,A,37,0-30,3,2.04,6,3.04,1,1,0,1,1,732.195
1994,A,38,0-30,4,3.4,10,4.4,1,1,0,1,1,550.5738
1994,A,39,0-30,6,9.52,28,10.52,1,1,0,1,1,1043.3088
1994,A,40,0-30,8,27.2,80,28.2,1,1,0,1,1,664.2252
1994,A,41,0-30,4,3.4,10,4.4,1,1,0,1,1,665.1462
1994,A,42,0-30,6,9.52,28,10.52,1,1,0,1,1,890.607
1994,A,43,0-30,2,1.02,3,2.02,1,1,0,1,1,425.502
1994,A,44,0-30,7,17,50,18,1,1,0,1,1,1118.094
1994,A,45,0-30,1,0,0,1,1,1,0,1,1,681.54
1994,A,46,0-30,9,0,0,1,1,1,0,1,1,252.354
1994,A,47,0-30,9,0,0,1,1,1,0,1,1,622.596
1994,A,48,0-30,7,17,50,18,1,1,0,1,1,760.746
1994,A,49,0-30,5,5.44,16,6.44,1,1,0,1,1,594.966
1994,A,50,0-30,1,0,0,1,1,1,0,1,1,591.282
1994,A,51,0-30,6,9.52,28,10.52,1,1,0,1,1,467.868
1994,A,52,0-30,8,27.2,80,28.2,1,1,0,1,1,425.502
1994,A,53,0-30,1,0,0,1,1,1,0,1,1,390.504
1994,A,54,0-30,1,0,0,1,1,1,0,1,1,462.342
1994,B,1,0-30,1,0,0,1,1,1,0,1,1,445.764
1994,B,2,0-30,4,3.4,10,4.4,1,1,0,1,1,585.756
1994,B,3,0-30,8,27.2,80,28.2,1,1,0,1,1,970.734
1994,B,4,0-30,8,27.2,80,28.2,1,1,0,1,1,793.902
1994,B,5,0-30,5,5.44,16,6.44,1,1,0,1,1,501.024
1994,B,6,0-30,9,0,0,1,1,1,0,1,1,480.762
1994,B,7,0-30,6,9.52,28,10.52,1,1,0,1,1,657.594
1994,B,8,0-30,7,17,50,18,1,1,0,1,1,799.428
1994,B,9,0-30,5,5.44,16,6.44,1,1,0,1,1,904.422
1994,B,10,0-30,2,1.02,3,2.02,1,1,0,1,1,633.648
1994,B,11,0-30,1,0,0,1,1,1,0,1,1,600.492
1994,B,12,0-30,9,0,0,1,1,1,0,1,1,524.97
1994,B,13,0-30,2,1.02,3,2.02,1,1,0,1,1,534.18
1994,B,14,0-30,4,3.4,10,4.4,1,1,0,1,1,607.86
1994,B,15,0-30,7,17,50,18,1,1,0,1,1,692.592
1994,B,16,0-30,6,9.52,28,10.52,1,1,0,1,1,954.156
1994,B,17,0-30,1,0,0,1,1,1,0,1,1,637.332
1994,B,18,0-30,7,17,50,18,1,1,0,1,1,1119.936
1994,B,19,0-30,6,9.52,28,10.52,1,1,0,1,1,690.75
1994,B,20,0-30,3,2.04,6,3.04,1,1,0,1,1,593.124
1994,B,21,0-30,9,0,0,1,1,1,0,1,1,561.81
1994,B,22,0-30,8,27.2,80,28.2,1,1,0,1,1,572.862
1994,B,23,0-30,3,2.04,6,3.04,1,1,0,1,1,536.022
1994,B,24,0-30,4,3.4,10,4.4,1,1,0,1,1,524.97
1994,B,25,0-30,3,2.04,6,3.04,1,1,0,1,1,681.54
1994,B,26,0-30,2,1.02,3,2.02,1,1,0,1,1,672.33
1994,B,27,0-30,5,5.44,16,6.44,1,1,0,1,1,659.436
1994,B,28,0-30,3,2.04,6,3.04,1,1,0,1,1,886.002
1994,B,29,0-30,6,9.52,28,10.52,1,1,0,1,1,1103.358
1994,B,30,0-30,5,5.44,16,6.44,1,1,0,1,1,504.708
1994,B,31,0-30,2,1.02,3,2.02,1,1,0,1,1,512.076
1994,B,32,0-30,6,9.52,28,10.52,1,1,0,1,1,572.862
1994,B,33,0-30,1,0,0,1,1,1,0,1,1,403.398
1994,B,34,0-30,1,0,0,1,1,1,0,1,1,353.664
1994,B,35,0-30,9,0,0,1,1,1,0,1,1,523.128
1994,B,36,0-30,4,3.4,10,4.4,1,1,0,1,1,758.904
1994,B,37,0-30,9,0,0,1,1,1,0,1,1,453.132
1994,B,38,0-30,4,3.4,10,4.4,1,1,0,1,1,377.61
1994,B,39,0-30,8,27.2,80,28.2,1,1,0,1,1,779.166
1994,B,40,0-30,2,1.02,3,2.02,1,1,0,1,1,556.284
1994,B,41,0-30,4,3.4,10,4.4,1,1,0,1,1,530.496
1994,B,42,0-30,7,17,50,18,1,1,0,1,1,1018.626
1994,B,43,0-30,3,2.04,6,3.04,1,1,0,1,1,359.19
1994,B,44,0-30,8,27.2,80,28.2,1,1,0,1,1,677.856
1994,B,45,0-30,5,5.44,16,6.44,1,1,0,1,1,517.602
1994,B,46,0-30,5,5.44,16,6.44,1,1,0,1,1,574.704
1994,B,47,0-30,8,27.2,80,28.2,1,1,0,1,1,1099.674
1994,B,48,0-30,3,2.04,6,3.04,1,1,0,1,1,611.544
1994,B,49,0-30,2,1.02,3,2.02,1,1,0,1,1,396.03
1994,B,50,0-30,7,17,50,18,1,1,0,1,1,915.474
1994,B,51,0-30,6,9.52,28,10.52,1,1,0,1,1,368.4
1994,B,52,0-30,9,0,0,1,1,1,0,1,1,663.12
1994,B,53,0-30,7,17,50,18,1,1,0,1,1,830.742
1994,B,54,0-30,1,0,0,1,1,1,0,1,1,512.076
1994,C,1,0-30,6,9.52,28,10.52,1,1,0,1,1,445.764
1994,C,2,0-30,3,2.04,6,3.04,1,1,0,1,1,585.756
1994,C,3,0-30,7,17,50,18,1,1,0,1,1,970.734
1994,C,4,0-30,2,1.02,3,2.02,1,1,0,1,1,793.902
1994,C,5,0-30,4,3.4,10,4.4,1,1,0,1,1,501.024
1994,C,6,0-30,5,5.44,16,6.44,1,1,0,1,1,480.762
1994,C,7,0-30,3,2.04,6,3.04,1,1,0,1,1,657.594
1994,C,8,0-30,1,0,0,1,1,1,0,1,1,799.428
1994,C,9,0-30,6,9.52,28,10.52,1,1,0,1,1,904.422
1994,C,10,0-30,4,3.4,10,4.4,1,1,0,1,1,633.648
1994,C,11,0-30,2,1.02,3,2.02,1,1,0,1,1,600.492
1994,C,12,0-30,7,17,50,18,1,1,0,1,1,524.97
1994,C,13,0-30,6,9.52,28,10.52,1,1,0,1,1,534.18
1994,C,14,0-30,5,5.44,16,6.44,1,1,0,1,1,607.86
1994,C,15,0-30,8,27.2,80,28.2,1,1,0,1,1,692.592
1994,C,16,0-30,5,5.44,16,6.44,1,1,0,1,1,954.156
1994,C,17,0-30,2,1.02,3,2.02,1,1,0,1,1,637.332
1994,C,18,0-30,9,0,0,1,1,1,0,1,1,1119.936
1994,C,19,0-30,4,3.4,10,4.4,1,1,0,1,1,690.75
1994,C,20,0-30,3,2.04,6,3.04,1,1,0,1,1,593.124
1994,C,21,0-30,8,27.2,80,28.2,1,1,0,1,1,561.81
1994,C,22,0-30,7,17,50,18,1,1,0,1,1,572.862
1994,C,23,0-30,8,27.2,80,28.2,1,1,0,1,1,536.022
1994,C,24,0-30,6,9.52,28,10.52,1,1,0,1,1,524.97
1994,C,25,0-30,7,17,50,18,1,1,0,1,1,681.54
1994,C,26,0-30,1,0,0,1,1,1,0,1,1,672.33
1994,C,27,0-30,2,1.02,3,2.02,1,1,0,1,1,659.436
1994,C,28,0-30,9,0,0,1,1,1,0,1,1,886.002
1994,C,29,0-30,8,27.2,80,28.2,1,1,0,1,1,1103.358
1994,C,30,0-30,9,0,0,1,1,1,0,1,1,504.708
1994,C,31,0-30,6,9.52,28,10.52,1,1,0,1,1,512.076
1994,C,32,0-30,3,2.04,6,3.04,1,1,0,1,1,572.862
1994,C,33,0-30,9,0,0,1,1,1,0,1,1,403.398
1994,C,34,0-30,3,2.04,6,3.04,1,1,0,1,1,353.664
1994,C,35,0-30,5,5.44,16,6.44,1,1,0,1,1,523.128
1994,C,36,0-30,3,2.04,6,3.04,1,1,0,1,1,758.904
1994,C,37,0-30,2,1.02,3,2.02,1,1,0,1,1,453.132
1994,C,38,0-30,5,5.44,16,6.44,1,1,0,1,1,377.61
1994,C,39,0-30,1,0,0,1,1,1,0,1,1,779.166
1994,C,40,0-30,7,17,50,18,1,1,0,1,1,556.284
1994,C,41,0-30,1,0,0,1,1,1,0,1,1,530.496
1994,C,42,0-30,2,1.02,3,2.02,1,1,0,1,1,1018.626
1994,C,43,0-30,1,0,0,1,1,1,0,1,1,359.19
1994,C,44,0-30,8,27.2,80,28.2,1,1,0,1,1,677.856
1994,C,45,0-30,4,3.4,10,4.4,1,1,0,1,1,517.602
1994,C,46,0-30,4,3.4,10,4.4,1,1,0,1,1,574.704
1994,C,47,0-30,1,0,0,1,1,1,0,1,1,1099.674
1994,C,48,0-30,7,17,50,18,1,1,0,1,1,611.544
1994,C,49,0-30,5,5.44,16,6.44,1,1,0,1,1,396.03
1994,C,50,0-30,4,3.4,10,4.4,1,1,0,1,1,915.474
1994,C,51,0-30,8,27.2,80,28.2,1,1,0,1,1,368.4
1994,C,52,0-30,6,9.52,28,10.52,1,1,0,1,1,663.12
1994,C,53,0-30,9,0,0,1,1,1,0,1,1,830.742
1994,C,54,0-30,9,0,0,1,1,1,0,1,1,512.076
1994,D,1,0-30,1,0,0,1,1,1,1,1,1,445.764
1994,D,2,0-30,9,0,0,1,1,1,1,1,1,585.756
1994,D,3,0-30,7,17,50,18,1,1,1,1,1,970.734
1994,D,4,0-30,2,1.02,3,2.02,1,1,1,1,1,793.902
1994,D,5,0-30,5,5.44,16,6.44,1,1,1,1,1,501.024
1994,D,6,0-30,3,2.04,6,3.04,1,1,1,1,1,480.762
1994,D,7,0-30,3,2.04,6,3.04,1,1,1,1,1,657.594
1994,D,8,0-30,8,27.2,80,28.2,1,1,1,1,1,799.428
1994,D,9,0-30,8,27.2,80,28.2,1,1,1,1,1,904.422
1994,D,10,0-30,4,3.4,10,4.4,1,1,1,1,1,633.648
1994,D,11,0-30,3,2.04,6,3.04,1,1,1,1,1,600.492
1994,D,12,0-30,2,1.02,3,2.02,1,1,1,1,1,524.97
1994,D,13,0-30,7,17,50,18,1,1,1,1,1,534.18
1994,D,14,0-30,4,3.4,10,4.4,1,1,1,1,1,607.86
1994,D,15,0-30,6,9.52,28,10.52,1,1,1,1,1,692.592
1994,D,16,0-30,6,9.52,28,10.52,1,1,1,1,1,954.156
1994,D,17,0-30,1,0,0,1,1,1,1,1,1,637.332
1994,D,18,0-30,6,9.52,28,10.52,1,1,1,1,1,1119.936
1994,D,19,0-30,5,5.44,16,6.44,1,1,1,1,1,690.75
1994,D,20,0-30,8,27.2,80,28.2,1,1,1,1,1,593.124
1994,D,21,0-30,5,5.44,16,6.44,1,1,1,1,1,561.81
1994,D,22,0-30,4,3.4,10,4.4,1,1,1,1,1,572.862
1994,D,23,0-30,6,9.52,28,10.52,1,1,1,1,1,536.022
1994,D,24,0-30,3,2.04,6,3.04,1,1,1,1,1,524.97
1994,D,25,0-30,9,0,0,1,1,1,1,1,1,681.54
1994,D,26,0-30,5,5.44,16,6.44,1,1,1,1,1,672.33
1994,D,27,0-30,8,27.2,80,28.2,1,1,1,1,1,659.436
1994,D,28,0-30,7,17,50,18,1,1,1,1,1,886.002
1994,D,29,0-30,4,3.4,10,4.4,1,1,1,1,1,1103.358
1994,D,30,0-30,7,17,50,18,1,1,1,1,1,504.708
1994,D,31,0-30,2,1.02,3,2.02,1,1,1,1,1,512.076
1994,D,32,0-30,8,27.2,80,28.2,1,1,1,1,1,572.862
1994,D,33,0-30,9,0,0,1,1,1,1,1,1,403.398
1994,D,34,0-30,9,0,0,1,1,1,1,1,1,353.664
1994,D,35,0-30,3,2.04,6,3.04,1,1,1,1,1,523.128
1994,D,36,0-30,1,0,0,1,1,1,1,1,1,758.904
1994,D,37,0-30,4,3.4,10,4.4,1,1,1,1,1,453.132
1994,D,38,0-30,1,0,0,1,1,1,1,1,1,377.61
1994,D,39,0-30,1,0,0,1,1,1,1,1,1,779.166
1994,D,40,0-30,6,9.52,28,10.52,1,1,1,1,1,556.284
1994,D,41,0-30,5,5.44,16,6.44,1,1,1,1,1,530.496
1994,D,42,0-30,2,1.02,3,2.02,1,1,1,1,1,1018.626
1994,D,43,0-30,2,1.02,3,2.02,1,1,1,1,1,359.19
1994,D,44,0-30,9,0,0,1,1,1,1,1,1,677.856
1994,D,45,0-30,7,17,50,18,1,1,1,1,1,517.602
1995,D,1,0-30,1,0,0,1,1,1,1,1,1,753.378
1995,D,1,0-30,1,0,0,1,1,1,1,1,1,692.592
1995,D,2,0-30,9,0,0,1,1,1,1,1,1,784.692
1995,D,2,0-30,9,0,0,1,1,1,1,1,1,921
1995,D,3,0-30,7,17,50,18,1,1,1,1,1,2035.41
1995,D,3,0-30,7,17,50,18,1,1,1,1,1,1340.976
1995,D,4,0-30,2,1.02,3,2.02,1,1,1,1,1,821.532
1995,D,4,0-30,2,1.02,3,2.02,1,1,1,1,1,751.536
1995,D,5,0-30,5,5.44,16,6.44,1,1,1,1,1,1048.098
1995,D,5,0-30,5,5.44,16,6.44,1,1,1,1,1,1849.368
1995,D,6,0-30,3,2.04,6,3.04,1,1,1,1,1,1711.218
1995,D,6,0-30,3,2.04,6,3.04,1,1,1,1,1,1154.934
1995,D,7,0-30,3,2.04,6,3.04,1,1,1,1,1,2753.79
1995,D,7,0-30,3,2.04,6,3.04,1,1,1,1,1,1022.31
1995,D,8,0-30,8,27.2,80,28.2,1,1,1,1,1,987.312
1995,D,8,0-30,8,27.2,80,28.2,1,1,1,1,1,952.314
